Row,City,City Name,Country,Checkin_Date,Source,Price,Air Price,# Days,Hotel Name,URL,url_flight,Final Price
3,JPA,João Pessoa,Brazil,2026-09-05,booking,3428,1020,2,Oceana,https://www.booking.com/searchresults.pt-br.html?ss=Oceana+Atl%C3%A2ntico+Hotel%2C+Jo%C3%A3o+Pessoa&checkin=2026-09-05&checkout=2026-09-07&group_adults=2&no_rooms=1&group_children=&age=&selected_currency=BRL,https://www.google.com/travel/explore?tfs=CBwQAxopEgoyMDI2LTA2LTEzag0IAxIJL20vMDIycGZtcgwIBBIIL20vMDJqNzEaKRIKMjAyNi0wNi0xNGoMCAQSCC9tLzAyajcxcg0IAxIJL20vMDIycGZtQAFIAXABggELCP___________wGYAQGyAQIgAQ&tfu=GioaKAoSCfGsOLrXgkLAEYDM2geLYUrAEhIJjwdQ_nX2R8ARQGbtgzWKVsA&hl=pt&curr=BRL,9548.0
2,JPA,João Pessoa,Brazil,2026-09-04,booking,5333,1020,3,Oceana,https://www.booking.com/searchresults.pt-br.html?ss=Oceana+Atl%C3%A2ntico+Hotel%2C+Jo%C3%A3o+Pessoa&checkin=2026-09-04&checkout=2026-09-07&group_adults=2&no_rooms=1&group_children=&age=&selected_currency=BRL,https://www.google.com/travel/explore?tfs=CBwQAxopEgoyMDI2LTA2LTEzag0IAxIJL20vMDIycGZtcgwIBBIIL20vMDJqNzEaKRIKMjAyNi0wNi0xNGoMCAQSCC9tLzAyajcxcg0IAxIJL20vMDIycGZtQAFIAXABggELCP___________wGYAQGyAQIgAQ&tfu=GioaKAoSCQl02cp_wzvAEYDM2gcriUbAEhIJbf7U094ERMARQGbtgwWeVMA&hl=pt&curr=BRL,11453.0
3,JPA,João Pessoa,Brazil,2026-09-05,booking,5458,1020,2,Toca da Coruja (139km),https://www.booking.com/searchresults.pt-br.html?ss=Toca+da+Coruja%2C+Pipa&checkin=2026-09-05&checkout=2026-09-07&group_adults=2&no_rooms=1&group_children=&age=&selected_currency=BRL,https://www.google.com/travel/explore?tfs=CBwQAxopEgoyMDI2LTA2LTEzag0IAxIJL20vMDIycGZtcgwIBBIIL20vMDJqNzEaKRIKMjAyNi0wNi0xNGoMCAQSCC9tLzAyajcxcg0IAxIJL20vMDIycGZtQAFIAXABggELCP___________wGYAQGyAQIgAQ&tfu=GioaKAoSCfGsOLrXgkLAEYDM2geLYUrAEhIJjwdQ_nX2R8ARQGbtgzWKVsA&hl=pt&curr=BRL,11578.0
2,JPA,João Pessoa,Brazil,2026-09-04,booking,5853,1020,3,Ba Ra,https://www.booking.com/searchresults.pt-br.html?ss=BA%27RA+Hotel%2C+Jo%C3%A3o+Pessoa&checkin=2026-09-04&checkout=2026-09-07&group_adults=2&no_rooms=1&group_children=&age=&selected_currency=BRL,https://www.google.com/travel/explore?tfs=CBwQAxopEgoyMDI2LTA2LTEzag0IAxIJL20vMDIycGZtcgwIBBIIL20vMDJqNzEaKRIKMjAyNi0wNi0xNGoMCAQSCC9tLzAyajcxcg0IAxIJL20vMDIycGZtQAFIAXABggELCP___________wGYAQGyAQIgAQ&tfu=GioaKAoSCQl02cp_wzvAEYDM2gcriUbAEhIJbf7U094ERMARQGbtgwWeVMA&hl=pt&curr=BRL,11973.0
2,JPA,João Pessoa,Brazil,2026-09-04,booking,8187,1020,3,Toca da Coruja (139km),https://www.booking.com/searchresults.pt-br.html?ss=Toca+da+Coruja%2C+Pipa&checkin=2026-09-04&checkout=2026-09-07&group_adults=2&no_rooms=1&group_children=&age=&selected_currency=BRL,https://www.google.com/travel/explore?tfs=CBwQAxopEgoyMDI2LTA2LTEzag0IAxIJL20vMDIycGZtcgwIBBIIL20vMDJqNzEaKRIKMjAyNi0wNi0xNGoMCAQSCC9tLzAyajcxcg0IAxIJL20vMDIycGZtQAFIAXABggELCP___________wGYAQGyAQIgAQ&tfu=GioaKAoSCQl02cp_wzvAEYDM2gcriUbAEhIJbf7U094ERMARQGbtgwWeVMA&hl=pt&curr=BRL,14307.0
2,JPA,João Pessoa,Brazil,2026-09-04,booking,10143,1020,3,Filha da Lua Ecolodge (145km),https://www.booking.com/searchresults.pt-br.html?ss=Filha+Da+Lua+Ecolodge&checkin=2026-09-04&checkout=2026-09-07&group_adults=2&no_rooms=1&group_children=&age=&selected_currency=BRL,https://www.google.com/travel/explore?tfs=CBwQAxopEgoyMDI2LTA2LTEzag0IAxIJL20vMDIycGZtcgwIBBIIL20vMDJqNzEaKRIKMjAyNi0wNi0xNGoMCAQSCC9tLzAyajcxcg0IAxIJL20vMDIycGZtQAFIAXABggELCP___________wGYAQGyAQIgAQ&tfu=GioaKAoSCQl02cp_wzvAEYDM2gcriUbAEhIJbf7U094ERMARQGbtgwWeVMA&hl=pt&curr=BRL,16263.0
